msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
cSQ4HZ8CvW2kzbOZeH3gNtjzhofwN5Vp67/14mQlJ2M=,41,30,149,149,1,2016-12-20,2017-01-21,0
QKHPN5sKrRX6BlNt+71jZ91V5eOjnF7FjxZiyhNNoMY=,41,30,99,99,1,2016-02-22,2016-03-22,0
0P5TBre1Rixfcmw3Hc+E5n8fkcXSk+tkD9swDxPq1FI=,36,30,150,150,0,2015-10-13,2015-11-12,0
ILRlmw7rgpgYKBL2v9sWiG8Mb6gQB21n0g3ym+7Wqzg=,41,30,99,99,1,2016-10-26,2016-11-26,0
uFPFV5lcVOdA7M0r9Fj3fhH4EhNFfPej7TU5K1I3edo=,41,30,99,99,1,2016-09-16,2016-10-16,0
ttut0f4i+e/CgDEF5TIGuGY6P9XSYr+SHRuhW3bDqXI=,40,31,149,149,1,2015-04-17,2015-05-16,0
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,34,30,149,149,1,2017-01-31,2017-02-28,0
kig5TQF6fYZi3lYlGHAezvuzGy7u7Wyl+pAw4H/gR4Y=,36,30,150,150,0,2016-01-21,2016-02-20,0
CJTfd9K+eWx3wMU/dXuXl3FrS5HmGpCUSrTK4gPXLn0=,41,30,99,99,1,2016-09-17,2016-10-17,0
+wVTTmIY0q1FzdIG4/0VwMaNLuPw03O3hPkpfrDz1sU=,41,30,149,149,1,2015-11-08,2015-12-08,0
9N+q58Vl33+QW6zHwivroNlgJw88g9ghwX/ke+OhgtM=,34,30,149,149,1,2016-07-31,2016-08-31,0
FHbL4/HOZicPQmhdKW2xH3c5lME6LhkxeHaHqh3Fc04=,41,30,149,149,1,2015-11-12,2015-12-13,0
hHkF5CPc0jxC6zVR7VdEQZxoJrmFY1dNKZBQuiDdwIo=,40,0,0,149,1,2015-04-26,2015-05-25,0
3lYyAlKS/aeVbeKOQE3Ik+HyfahrJQF1Pn192k7BOy4=,32,180,536,536,0,2015-05-15,2015-11-14,0
6+2SycgYSxQ3Zoqx4cKqB1PBFDSwoo24nGo79AHJ3Ag=,41,30,129,129,1,2015-11-10,2015-12-10,0
mpQgrKfdbMCoDTHXMtBrwqWOWhjguX5EpBibrR1avws=,40,30,149,149,1,2016-06-17,2016-07-16,0
U2KL/D3myZ6UMvSAf0XIIbm8JIw5irLLXW9EYkUfKSA=,41,30,99,99,1,2016-08-02,2016-09-01,0
H1u/vTLYgfQF0U3hX4+uJJMgJIJoiNqwmsDZKjHcuhQ=,39,30,149,149,1,2016-11-30,2017-01-02,0
Uer8wzF4BiAE3qTcbucfDnBeid/JUBBgqxiL/J9SI7w=,34,30,149,149,1,2016-07-31,2016-08-31,0
bglMkW0TtAKOPE7pHpI+sA7MBhUijVP4UBx6I1ENb4E=,41,30,149,149,1,2016-01-21,2016-02-22,0
k/DacM4rtMcZtPp37ZhG6qQemkRyvtcLHqoUt/RHVvg=,41,30,149,149,1,2016-10-26,2016-11-27,0
tBeRZG+RzupWQfHOgl0C597RX9yqxn+Jm1S4ap8SW8w=,41,30,99,99,1,2016-11-01,2016-12-01,0
HgcmQKs6c0Qi9R2RZlW0vYlWQ+AeR2Nyh2Xl0LSPNVM=,39,30,149,149,1,2016-08-31,2016-10-10,0
bPUXD4WrQqt2biPsoTx3eGLJecplVTT6nFXuTADMDFw=,41,0,0,129,1,2015-04-30,2015-05-31,0
0aevlSeqEx220lmirw1y+Yr1tMuLMj4VQI3hpg+T1+g=,41,30,99,99,1,2016-09-22,2016-10-22,0
oFGMXRLNqXXvl69MplDGWDmYDFiov8MnPs3bpwAWh+4=,41,30,149,119,1,2015-04-18,2016-02-09,0
dxQHuJEN+q6hntOjpN0+69VIsDlLbxh1cROVGoNVYnI=,36,30,180,180,0,2016-11-07,2016-12-07,0
YUMQ7Z6Ls3aYtZrdtQZSSWsHS23e8ytv2LvB7184CGQ=,41,30,149,149,1,2016-11-07,2016-12-17,0
NiBFgAFDhQcGw+H03pUe2SFQkyCSFGKXJr82TzCWA+0=,37,30,149,149,1,2016-10-25,2016-11-28,0
hod+BDdDSfWnc9ZFiTtOqKqGLYTzfq3BBnzXHutn46I=,39,30,149,149,1,2015-06-30,2015-08-14,0
LHjrZBjEa174FOZ4M7OirVlL8yvazN/609+xK4LjDp8=,38,30,149,149,0,2015-10-26,2015-11-25,0
4X5qK8pnV2YMJJBahyDoXPyj0g4PcV3CD2V6/3n/L8I=,33,0,0,149,1,2015-10-31,2015-11-30,0
9g3TZPm7aSlRxGgjvbCGLSLuN4bBvhQo7ylCWr4B8+s=,41,30,149,119,1,2015-01-23,2015-02-23,0
Qy7eA8x4LsYqen8o8IeEbH+8FX8SAnMrG2INfVKhkAA=,41,30,129,129,1,2016-07-04,2016-08-04,0
p2QClaxLxHzy06SJSpz/oEE1GNIB4kX2ioYrIQb2E30=,41,30,149,149,1,2016-03-13,2016-04-14,0
mnJ/YWfCzUP1dAuTAUu/ZCHWmI5gRV769ZTBxP0evGU=,41,30,149,119,1,2015-02-24,2015-03-24,0
O9ATjvUTOfOhxUoa5ol2aTM2N/tV6UpzFNAyAOcbGW4=,41,30,149,0,1,2016-05-22,2016-06-22,0
brlco3v3lVwWFmsDReFxK7L6pTRFRKMwY3/RNJajOIE=,41,30,149,119,1,2015-04-18,2015-05-18,0
R/5F1UrZ8btAORuZK/RN9sBRwUt9F2QqYMe+MK4lR2w=,41,30,99,99,1,2015-12-08,2016-01-08,0
yJbNp5M+upSA9Vf4DdbGYSxs1hhjgeWzaZ0OQYNJmc4=,31,30,149,149,1,2016-09-30,2016-10-31,0
zFuQ3nI/ieOlB/cv+wZx9A9+zcVkN7ThsstL9v8d+1k=,40,30,149,149,1,2016-06-04,2016-07-03,0
ytpni7fGQ7rN0E42iOQyYaUHYW1kwVFqkXaGvu49z14=,41,30,99,99,1,2016-07-26,2016-08-26,0
QFmaTkAgLa0/ykOVx0bhF+gdWiEoHoQaXM5Fis7icKI=,40,30,149,149,1,2015-12-06,2016-01-09,0
pACODrjsGY8dfi8buxU+JS5jBJX4R9P17omoPvYbRms=,41,30,149,0,1,2016-10-05,2016-11-04,0
TN4fVDvOxcB7n0bE2awpMFJLdKuDADw6oSXmszld3hY=,40,31,149,149,1,2015-02-25,2015-03-24,0
62xxlF8H99B38dwMohiy2cJDcAuSOgs2tW+4NrQeq5Q=,41,30,99,99,1,2016-04-13,2016-05-13,0
L9iq2qqf4JTJrd39zcOKC5Rdlf91uMbZAZCufwMKoiY=,41,30,99,99,1,2017-02-12,2017-03-12,0
TSPIs/t6nBE1xPx58BFfXOp26Lal47U/cGwOmq1w0cU=,38,30,149,149,0,2017-01-06,2017-02-05,0
iDNzfJ9Zr5XykI/pWvF1eid82WOGWtTCixA7ekbRHwI=,41,30,99,99,1,2016-04-09,2016-05-09,0
ckzTTVSWhOxRlwtTQQwaz5TSwKizN/l5n0kk8qczWZE=,41,30,149,149,1,2015-05-15,2015-06-15,0
QfKqOG/8Nlxf4RCgc5sw2EEXzolFoW5c0j7fZUqWLpQ=,41,30,149,149,1,2016-09-22,2016-10-22,0
wfxgKw2u74+z3s/ZPNF9tUb4LTCHvhVYsFkkdpaRZVE=,41,0,0,119,1,2015-04-26,2015-05-28,0
Zc7c6pt/CG495Al5hmizgNPemmAOpGwAKZXNNJRJ+lU=,41,30,99,99,1,2016-11-18,2016-12-18,0
ATnGnyeNcYFZKKRPtpQW6SkUpfSUl0Uz5Gg3Ru0Qwg8=,41,30,99,99,1,2016-03-07,2016-04-07,0
AV4KcCTjCRaQUCl9fKvikVYUg1xHdOaS8Vdl6dOSgtA=,41,30,149,0,1,2015-11-27,2015-12-27,0
juPfmqLtq+p0PPTpwIbXyrqdfW1ro8M/uUoyY64yl2k=,35,7,0,0,0,2016-10-27,2016-11-03,0
8/ApAz5ZLEmfN2/mTXUozVysgQrst9/Uq3mrm+kcOkw=,41,30,129,129,1,2015-08-04,2015-09-04,0
D1euqBmhfvAMctfzBB1Av3eLXwaJiYn51ylUKF2S53o=,36,30,180,180,1,2016-04-26,2016-06-24,0
KAkwIj9YdYGrNT4MlbEdXt/p74EV7675dri80Q85BNM=,41,30,149,149,1,2016-08-22,2016-09-22,0
bPUXD4WrQqt2biPsoTx3eGLJecplVTT6nFXuTADMDFw=,41,30,129,129,1,2016-01-31,2016-02-29,0
WB5zYjsyjziCggmiB/uwFC+c4vC0yUy+XkE4OSRYjKQ=,40,30,149,149,1,2015-11-13,2015-12-12,0
QFmaTkAgLa0/ykOVx0bhF+gdWiEoHoQaXM5Fis7icKI=,40,0,0,149,1,2015-05-06,2015-06-05,0
hDsKshuBZZu4HcbNTcNXY1tvaF7+rmNVOFt4R7Evu2c=,41,30,149,149,1,2015-06-06,2015-07-07,0
7ey0ThNW/vnMeL8/TG8umrjIUeJiEdt9qasjKhPA49Y=,41,30,149,149,1,2016-07-07,2016-08-07,0
6QDaP47o5kO73u4Iq6itXuCTF50nEJ3Iw6X3ENxLgPE=,41,30,149,149,1,2016-08-09,2016-09-10,0
W71tYj+T1MDnDuKK3lUw4GoqzvR/OKwzZY8iyWMXCUE=,41,30,149,149,1,2015-03-26,2015-04-26,0
d7ExctDu5QfGk87Lo8lVlAzVS6HLG8n7spErgfMf6IE=,41,30,149,149,1,2016-04-06,2016-05-07,0
MNw5YcaM8NpDTn04LJdY5tKNquL552pOKV/Pek8NGeM=,41,30,149,0,1,2016-01-30,2016-02-29,0
LH9NrH31zn/i6p8Wihu9yO5gd0ZMLptskYYqFvXoR+o=,41,30,99,99,1,2017-01-15,2017-02-16,0
hTDw64XUTeO23vSuDE+VS/zbAL/TYR9YrN4Ml7Y5sa0=,39,30,149,149,1,2016-07-31,2016-09-26,0
hdC3IGxrg30Izo1qjRFy7gY3Mbx4+kuTGUUdOsltOOk=,41,30,149,149,1,2016-01-26,2016-02-26,0
SIRxdcaB1/TKHGGdn22t1Req18lcMAat9NByFde1/b0=,41,30,149,0,1,2016-04-14,2016-05-14,0
SsFZ/mxzcWT5DG+qQb2xnj1f8uH9y3XA6MZ5t9r0RPw=,41,30,149,149,1,2015-08-15,2015-09-15,0
rOqaDtAbvXh5jHpPTURKJLDKGeSgVQqwfyyce+TLcA4=,38,30,149,149,0,2016-10-23,2016-11-22,0
7dYkWccFU7skVsV5pKxCrFBtHosvVUMs1j2P0Fxfca0=,40,30,149,149,1,2016-07-05,2016-08-04,0
QJFq7/QcX2aknLIXbQZWoZ9sTc0Y7e4wQYbsKwHqGjw=,40,31,149,149,1,2015-02-24,2015-03-25,0
dPMOTRLJ5NPLW+Eb59N0rg7YmkbsXYAt2IzD15+YmLw=,39,30,149,149,1,2015-06-30,2015-08-25,0
9fsngsa2Zrq4z0/PU6vcWIeilRIHswEZQBtB3hwShtI=,41,30,99,99,1,2016-08-18,2016-09-18,0
zKh+47JK7ZoR/KjRejXR4esX4q+Tz/M6K6MguZRxgEU=,30,30,149,0,1,2015-09-29,2015-10-31,0
jFOLO8aMA/4bz2Wf8hfcL9Bbf5j9uzV35q6YFlnpA3M=,41,30,99,99,1,2016-11-30,2016-12-31,0
4X5qK8pnV2YMJJBahyDoXPyj0g4PcV3CD2V6/3n/L8I=,33,30,149,149,1,2016-09-30,2016-10-31,0
yjtTPIT+m/7aXDP4KdP0R82rIFIDYhQB75P8iB4iYNg=,41,30,149,149,1,2015-07-17,2015-08-17,0
Nb65oXTRU1MifImgrr/XROBaXM36fAQwDfUO/68N1SY=,37,31,149,149,1,2015-02-16,2015-03-16,0
7P/NImFT290NQTJTmPOxNNdp8Z2RlLghia8vuoh62sw=,37,31,149,149,1,2015-01-21,2015-02-22,0
c6m2hRuIB4IZuwMg9p3kxYvSlNRWsXsxtG6o2oHhBTs=,38,30,149,149,0,2015-02-13,2015-03-15,0
66Qf3IBG2IRtnVku5+8OpTc8EhhCz1grQmVUSwl2VhM=,41,30,149,149,1,2016-06-17,2016-07-17,0
VBmRdIMVXGv5TnUEz6uoZivTJrFqBSOCGL3eVzv0RUc=,41,30,99,99,1,2016-04-26,2016-05-26,0
YLlt7zE4hdSBdWXYWiqrUgiKbML9t8gma6qfv8EHPPs=,36,30,180,180,1,2017-01-20,2017-02-19,0
96YFPtWlG6drDr9/3xpXuqIOb6IVXEbrBbzAX2l5trE=,41,30,149,149,1,2016-08-27,2016-09-27,0
k/DacM4rtMcZtPp37ZhG6qQemkRyvtcLHqoUt/RHVvg=,41,30,149,149,1,2015-02-26,2015-03-27,0
JmRYeBoAU1oakCZR10QyDKLCba4yFyDaVRf4x3WZ86M=,40,30,149,149,1,2015-12-19,2016-01-20,0
cZNoCyjFV3jaruV+1MXRgwj+bx3truIFzG7qP127hEE=,41,30,149,149,1,2015-01-31,2015-03-01,0
YOuHQLaeh990rBZrraeAoBPJ88SYc6x5vKCyWSZDrAY=,40,30,149,149,1,2015-09-12,2015-10-11,0
eVeFGnPs5D7zJNse5m7ymsfJdmxT8oBfg7yeAIvBnxg=,41,30,149,0,1,2015-10-27,2015-11-27,0
7KC0BgOwAQWCMZVR2t3RBpKE7+FD71ZRP5D5Sc1NsAA=,41,30,129,129,1,2016-11-17,2016-12-17,0
+8BSu/tg0Y7DIY+q1S1mgHnFSQkRvb+/QVdwE7KMFU0=,31,30,149,149,1,2016-10-31,2016-11-30,0
mWeYbW8CQkfQ8zJaOhkxb5aJ9PT09qEEDTWFURz/oww=,41,30,129,129,1,2015-04-20,2015-05-21,0
1aj22pkROo+kBqEWDKPuia55KQxGSpAPl0exnXI+nj0=,41,30,149,149,1,2016-02-16,2016-03-16,0
Zc7c6pt/CG495Al5hmizgNPemmAOpGwAKZXNNJRJ+lU=,41,30,99,99,1,2016-01-18,2016-02-18,0
yP2IM++k1ReJhMJ+Bxx1jcIL2HU1gGnH02FyJ25N6J8=,41,30,99,99,1,2015-12-22,2016-01-22,0
CIYEm/dmK4HYbdJIPQnrSVoYWGtm75lG7sv0eIF//ic=,41,30,99,99,1,2016-10-11,2016-11-11,0
OiAr79LFVEAwXjQbvem6iGIudLKXr/V2+knHgxAH50c=,41,30,149,149,1,2017-02-28,2017-03-31,0
EkzJSIKDPpgAekuCeQ+Lu7Oc7upU+hv7B1GDv5/al1E=,41,30,99,99,1,2016-10-31,2016-11-30,0
oAZmDAeZM3EQgnLmk8XvLEQb2orknllnV6aQ2UwI47I=,39,30,149,149,1,2016-08-22,2016-10-07,1
PwB0yZDLHNcP5mcwoBjB1VovnA3QIj4tMtcNJAZTGSY=,37,30,149,149,1,2016-02-15,2016-03-15,0
5Bgym+gVAjrQoP2Tdds/Mr+UXIEo7EfMies+/2BUckg=,41,30,99,99,1,2017-01-10,2017-02-10,0
ucyweLqoRlgVbDp+wdzQXpwj6OGhjhmQ1XlIF/H1OOw=,41,30,149,149,1,2016-06-17,2016-07-17,0
hvd1Ojw6YtSf5VAWaaCuSwXHpxTChZFsa3SodfS2lv4=,41,30,99,99,1,2016-06-05,2016-07-05,0
m2CzmDACZty7TGSTYD90Gq06AlGIaK8QRgEmungKhQ0=,41,30,149,149,1,2016-10-05,2016-11-05,0
+wVTTmIY0q1FzdIG4/0VwMaNLuPw03O3hPkpfrDz1sU=,41,30,149,119,1,2015-02-08,2015-03-08,0
69tihm91roH4FY30zSO0IQarnOoKwVxgFss1wurgooo=,41,30,149,149,1,2015-11-11,2015-12-11,0
fT0cKDwKVgKk28UHkG1pcz/uXYJANs2k7uO/QG2u4ow=,41,30,149,149,1,2016-11-21,2016-12-21,0
IPVLRKd9Ay6nPyN2zJqbenbFX6Owm9t1KBkEFto0s0U=,41,30,149,149,1,2015-02-21,2015-03-21,0
zQpFHb7DPmKESjVQbS9P483Wck0Fnu/WPMQXAUDtodI=,36,30,180,180,1,2016-08-29,2016-10-06,0
2HbA6OaVrbcbZtro5yXSH4CxFNeYmr+pw8mq4QQiiMA=,41,30,99,99,1,2016-11-26,2016-12-26,0
e2Og7xd3kBgOn0EmeC38jH46D2gmFcZ0wzF5zs8KPOg=,41,0,0,149,1,2015-05-08,2015-06-08,0
aK/v53Iuf/Agbfmz/I59N6GUOtRCZNdaEuk/QWMhHVQ=,39,30,149,149,1,2015-11-02,2015-12-31,0
nwlTp8aUeXYNlzdEhBKNoii6BTLFTtI+Q10igaGfuqk=,41,30,149,149,1,2016-09-15,2016-10-15,0
O5kx1+35ZN/sHNFSJAe+T+tqtPmMBCXSvFHWAzR+k3U=,40,30,149,149,1,2015-12-09,2016-01-12,0
yP2IM++k1ReJhMJ+Bxx1jcIL2HU1gGnH02FyJ25N6J8=,41,30,99,99,1,2016-05-22,2016-06-22,0
NMRn8BpQGLM/C2K39cjx87tGwLS5jl/aTftibicH8O0=,41,30,99,99,1,2016-12-16,2017-01-16,0
R+JnxqP8UmVTcEOjuPd1VM2MHz2r2Yqy7mNfD8YJ76s=,38,30,149,149,0,2015-12-20,2016-01-19,0
V/YvPy24edhi30di6n4MgtZ6xSBqqJRjZhJ5cKvjRQA=,39,30,149,149,1,2015-11-02,2015-12-06,0
tK8PdX01SWQ8cCVQJgFwQNeDShyqPcDcIsuKVGGmGNU=,40,30,149,149,1,2016-01-15,2016-03-19,0
eRrYdUiGl59YXw0ra1iMRBl7qq7FCgfnF4O6GgSgQo4=,41,30,149,119,1,2015-08-06,2015-09-07,0
/0o6CLUSAjzo1njeMuhdzOc0ITqW3uqWp9a9PEVPCtw=,41,30,99,99,1,2017-01-10,2017-02-10,0
zlZ7AswRr4LW+gw/Vb3yNrOkEMSdFp4yVXXVrFCWRzU=,34,0,0,149,1,2015-06-30,2015-07-31,0
capHNDcehlTFgSVQf9CZkRSKo7ZjI1Rwck3wo5mXAUA=,39,30,149,149,1,2015-12-02,2016-01-14,0
af9Vh9zy1MIc8mrT0ZZ9X5DRmBBZnYpfcM2z9yJl1eM=,14,30,149,149,1,2016-09-30,2016-10-31,0
9H4Sb7DxkxlwybnA/ByBtWmwXsO6L8sVGyTegzgMiU8=,41,30,99,99,1,2016-08-10,2016-09-10,0
7e9SkRkv58IuI7CoqP3AA1ywV0/h64zaDESRRBbez7Y=,41,30,99,99,1,2016-05-10,2016-06-10,0
nRJ23LK6k1JwcIJYhLlhODRWoTIrRyO4Ja3lCbQ3V3I=,41,30,149,149,1,2015-01-09,2015-02-09,0
66Qf3IBG2IRtnVku5+8OpTc8EhhCz1grQmVUSwl2VhM=,41,30,149,149,1,2015-12-27,2016-01-27,0
k/lyaFqthvUVpDvWI0MP4LfWTx+6xvM8YtnQyN/38GM=,33,30,149,149,1,2016-05-31,2016-06-30,0
LUO7f1IMcEis4b2s8UWT2Ej7HM8ytjuLxVuvqwVkZU4=,40,30,149,149,1,2015-09-25,2015-10-24,0
Rw8HZR+rT0Tp+Q2LNsgmDcsXDDki+/S9uMus1cvs/hg=,39,30,149,149,1,2016-01-31,2016-03-24,0
DeskHs66YWKq1JhCzVtfj0z8P5B+Y2Xrtu0mByqUufQ=,41,30,149,149,1,2016-09-08,2016-11-09,0
76S6CXfEf0WV0d0kN6/YE4s65RFkHp39f7YSVRcXfkc=,37,30,149,149,1,2016-09-28,2016-10-27,0
U3Pf9U6Tx/J425ejBwKuf4VXSfbIO2e9UFaOvC3GXnA=,41,30,149,149,1,2015-08-24,2015-09-24,0
EzxtvyiwXCvlvDCw/FGWsUL0OQ872NrQeuj7unz2Fz8=,39,31,149,149,1,2015-01-31,2015-03-28,0
0uIYqQMTtus1vHw7txrC9aXjY/Dg7Cd+Si5krt+DMwo=,22,410,1788,1788,0,2015-04-10,2016-05-27,0
VpjhZUuytwxm57chZp+z52K6RhNLIDMI1LF8qGvoitE=,41,30,99,99,1,2016-09-14,2016-10-14,0
Sa8ORIppg8STQvzgimARXsePo4SRXDZkiq+Ov92acHk=,40,30,149,149,1,2015-08-26,2015-09-25,0
uzeKgApSft/XcLH+k9E8q+FmyaHbcpcv7fz5hdznhXI=,41,30,99,99,1,2016-01-17,2016-02-17,0
5CInFKkcBo/UxkObN6mzrj/KOKPXiJ6Rg2SmVCI9T3k=,41,30,149,149,1,2015-08-01,2015-09-01,0
S+XfcckbHHTbJsX5UgsMQHrnTbL3DtphnioXo6Sa0iA=,40,30,149,149,1,2016-08-17,2016-09-16,0
W+KUGs6h1Pz8v6Kzivvm+MoAoU5xibU6/GLCfoVLBHs=,41,30,99,99,1,2016-07-08,2016-08-08,0
kbTxaNQNKfskzLA5/i9HZZGU5Su6KidfbK0bgcrnGXU=,41,30,99,99,1,2015-12-18,2016-01-18,0
0ER5H6LbsVRI1SbaXls+tDxfqOGkYdx/qIl26cKz2Vc=,41,30,99,99,1,2017-02-19,2017-03-19,0
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,40,30,149,149,1,2016-12-14,2017-01-16,0
IGcfQgyxRvXdCK0cTsVhvlm/D02VwsrS9yKHoDXyhqE=,30,30,100,100,1,2016-11-22,2016-12-21,0
8/ApAz5ZLEmfN2/mTXUozVysgQrst9/Uq3mrm+kcOkw=,41,30,149,149,1,2016-12-04,2017-01-04,0
td+m2NECKDNFYzbcAPaeLGthwrYlsooihXtT32q0uGI=,36,30,150,150,0,2015-09-27,2015-10-27,0
S+8bObCdEP48R9Pi37tbOMZZ+3RFnlg9GjwPsJ69BeQ=,41,30,99,99,1,2016-09-07,2016-10-07,0
dtabBkb2TOwR65bex6UWBGI6Ep8Y9onBStUaVzxH/MU=,41,30,99,99,1,2016-08-06,2016-09-06,0
d4NKM/T6d2j+gHkKLc+DIVKUeuDRnoKX6DutTvlCw6w=,41,30,129,129,1,2015-12-07,2016-01-08,0
A8wZqCNkkqnz+rQ2ZqoY5sFLFwwG1BjOz6FftKTQrkU=,41,30,149,149,1,2015-12-13,2016-01-14,0
m77fx6nY7+jy8j2w6Gh7VTL1QOWi3WakI+iYJqkNeNc=,40,30,149,149,1,2015-08-05,2015-09-05,0
SVMsAwY2pF7HnQl0zjdBsV/84yTZ/OnjjMLHhxauwbE=,41,30,149,149,1,2016-12-31,2017-01-31,0
BpmVWSRNljH/4iy8E63i3IR3rNyhlkFGhublleleOrQ=,39,30,149,149,1,2016-01-31,2016-03-12,0
qfhk9PCC2frotgruPFAZYv48tqA2yxwuLmF81P9OTis=,36,30,150,150,0,2015-09-01,2015-10-01,0
WAgScmwVoWTiNJ7dPL8SqWelrocpooNxSzxwBMOPwFM=,41,30,129,129,1,2016-08-17,2016-09-18,0
WZcyd0yMxCY3+SQMB/EIitger7WRZP4JrHyE08tx1OA=,41,30,149,149,1,2015-02-13,2015-03-13,0
m11a+zaV9a0zmLj1/APogbaybf3/SFTuqsUnUAcAMMo=,41,30,99,99,1,2015-12-18,2016-01-18,0
gRNtB5yMNWCf5Sc4NJJqbWkKYF8Ia6YODXbcR+Iex+4=,41,30,99,99,1,2016-03-25,2016-04-25,0
AaaImaDkjYJ6X+ifClS+hhqVf6pRLFJfyeJlbyWygik=,41,30,149,149,1,2016-08-25,2016-09-25,0
8/ApAz5ZLEmfN2/mTXUozVysgQrst9/Uq3mrm+kcOkw=,41,30,129,129,1,2015-10-04,2015-11-04,0
yWoclxx0j416xCPo/PycyGMuCBqsgBlwKxT7BGWmo+U=,37,30,149,149,1,2016-06-02,2016-07-01,0
q5cj1hqPKlVafLn3Fm1DKfHffrCeQ4LEDEwHfw+GsIM=,41,0,0,149,1,2015-05-04,2015-05-03,1
QFmaTkAgLa0/ykOVx0bhF+gdWiEoHoQaXM5Fis7icKI=,40,30,149,149,1,2016-01-06,2016-02-09,0
G4086JxStnspyJLrSWoWvhURWwVRF09bdQNFYEqshXE=,41,30,149,119,1,2015-08-16,2015-09-16,0
SEK45D2S4XfPu+BcL0vNGMBPDFutRMizpuYxAYpyMh0=,37,30,149,149,1,2017-01-25,2017-02-25,0
8zFIi+/rYsgP2sBfcxBZk/U5lYuut8nEKGe7DWZmzg4=,32,180,536,536,0,2016-01-22,2016-07-20,0
Wq++u6W9ZMGpjg1JCUeU+DnKJaDRUcg7tVFlD2Z1aYk=,34,30,149,149,1,2016-12-31,2017-01-31,0
OO7Aihkz68L1LELgBfaB4EEdBMzwOvd8zJ1P5aGqPOk=,38,30,149,149,0,2015-11-02,2015-12-02,0
b6Iru1QzotHf6rMUtc9DZbsao0clhf2aExRgJjaR/vw=,41,30,99,99,1,2016-12-23,2017-01-23,0
WbS2wLuQzflMxs4Plko9JKPPsNSiPbk+9N67jYdjZnc=,39,31,149,149,1,2015-01-31,2015-03-20,0
Ukq11qvS73S+CjrwP6vha1cI3zxEmwpuneAfi3M0g0U=,33,0,0,149,1,2015-06-30,2015-07-31,0
kcqpN2aFf5BfsOqdjl+P6hhY2lYHwnWrtF0XEX/l+HE=,38,30,150,150,0,2015-06-25,2015-07-25,0
eeob2lYkZ7HjtTayTvQsxe3H6TcK3/wUNcLmKukK17A=,41,30,99,99,1,2015-09-20,2015-10-20,0
JmRYeBoAU1oakCZR10QyDKLCba4yFyDaVRf4x3WZ86M=,40,30,149,149,1,2016-05-19,2016-06-20,0
BNez2INTWoLExkzbX1F7FIVetlE2DKXrf0c62I0gD/M=,41,30,149,149,1,2015-09-30,2015-10-31,0
ADTPl617yzhLwPJbC5l0x5Heue53+hkdBFw+RiHqXFY=,34,30,149,149,1,2016-05-31,2016-06-30,0
OM2d8+J2u1v9Ycm82p0fSy6XB0Jie6sp+hpoDun61FE=,41,30,99,99,1,2016-06-20,2016-07-20,0
GZhOAWnF4TwQuqko+1pNtF9MmQhDWapNJzInNZMaLZw=,40,30,149,149,1,2016-07-11,2016-08-10,0
q07mXskwoSmEFrDcXV2sOWOJSMZygaKDtP/aqdiVTRI=,41,30,99,99,1,2016-10-14,2016-11-14,0
3P5flmJmtwRx9cwUKo0O2bqVJ/c9jdn77ZRNXA7S4xM=,38,0,0,149,0,2015-05-13,2015-06-12,0
z0xylkAPooTGWA7Envemq5FmiD6i5jRYlP0HVMxX7xU=,34,0,0,149,1,2015-03-31,2015-04-30,0
0v4OfrVVpZi3yKnzJ418wCSC+y1h8rjqzMSeZMEDqfg=,41,30,99,99,1,2017-01-06,2017-02-06,0
wp2dyjLdNhQbrrynXqe/TLRInM3p+sr27aUCQIRf1SI=,41,30,149,149,1,2015-06-17,2015-07-17,0
Wyb82NLMVvP1uzZ8I7ikTgcgNwRrKxPXTyfl+xW3k0A=,37,30,149,149,1,2015-09-07,2015-10-06,0
0zmuX46uSIyZD0x8biJHowCU6im8E8kIVQkWXsmd5Ts=,41,30,99,99,1,2016-08-31,2016-09-30,0
bT4yFcN27IFAIQewGMkoOdejtiTbya4jux0LZ5JFkaE=,39,30,149,149,1,2016-08-31,2016-10-09,0
+wYopjeNedCgXx/aolLw3GB0oytExn6soxdp0KjIg50=,41,30,99,99,1,2016-05-29,2016-05-29,1
6lRfZ3PZXHy9qCrnDe+ufeSoQR1M9blC1YUwKu7IqXA=,41,30,99,99,1,2016-07-07,2016-08-07,0
lv91ruhEjZKRDI5fjxd6hJAc4CwJF2jrWSBgwZ725do=,41,30,149,149,1,2015-01-12,2015-02-12,0
oOBR9p4HkCXEE7VnSYcK6vzkRUEgC0SS5vKY8aXht8Y=,35,7,0,0,0,2016-07-24,2016-08-28,0
PwLdVzv98EqPz0uKoeFEKGh05Dsgldov3wlozEtN+SM=,38,30,149,149,0,2016-01-28,2016-02-28,0
d5lB/xgw6ARumAH/W/714SaB+tJQVAwW/rHjPHoLHnU=,36,30,180,180,1,2016-12-11,2017-01-10,0
pdhXDd0OoZFhrvxpz1aOEfe5yW/ZvpHwPGLqaYyZgCc=,41,30,149,149,1,2015-02-05,2015-03-05,0
MaH4ikHpFfyClQFtQ5/waRIxxSLKIGwwRP3EBbwlO2w=,21,30,149,149,1,2015-09-30,2015-11-13,0
