msno,city,bd,gender,registered_via,registration_init_time
eAbYKWXDyg+ntiBPiWooxGXDiVvpznmhMkruvAdH3Gk=,1,0,,4,2016-08-11
VsUGxi28ukER+S6hsgxHZKOOnf/SNhnQJ38Qkho4KuQ=,1,25,female,4,2016-08-16
D7rnMu5ffHWK8yfjvhqy2B+1pddnUsas9rA1ioa37UM=,1,0,,4,2016-11-25
TdybVrsr2IISHLkjvT+yHraKbyJQtjO8Uxezb3q/E28=,1,0,,4,2016-11-25
f33hbNy+ccIzeS2ZWrlDf1QSCR2j3J1WvmUCH6b0rvU=,13,27,male,3,2017-02-14
bg6E/eC1+0FTD7Yoy41ZQc/2yftJxRf5KITDeqiV88A=,1,0,female,3,2015-08-26
brmA8FSEphZKIcXuLWuhmWd5sdFdWfcjuR3VIbfkjF0=,1,0,,4,2016-09-12
6fK5e67NdyoJE5fu2KK/N2lKY9pfgk21Nlml5gFwxZA=,1,0,,4,2016-10-22
qCbbEwr/q1C+qiehGs382690zs0q1wr6i/og37TQ+Aw=,1,0,,4,2016-07-28
dX3gP2qCDbXoNFqDFH5xbPBwIZeIOyf+Xk4kFxuszJs=,5,35,male,7,2010-08-03
Clwp6iBtanVz+a+B4mUFWcUlr7xeMRiw2iRIr/4c+yc=,1,0,,9,2015-08-06
J/aLFOjTBxzjFgjSxGQbwsVcAlW32xAsf5TglFElVY8=,1,0,,9,2015-08-11
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,6,27,male,7,2011-12-29
QKX6LZe7YsdyTqnFMiHKRSpU9PyvHEUySIzVuq0c6+k=,8,20,female,9,2014-11-04
X5Uhx54WFStBYyBnJ4/lT+SzrfLAjQrj8Jv0Kdx83hQ=,1,0,,4,2016-06-26
QSdShZmDt1MgNC9gBn9Q6H4wUNsSqSprFMF60nDiYQ8=,1,0,,4,2016-06-29
ZPOjgxQw1/J7v5xgBJTCLXWuwq5Xmk33nO6AoUO1+mY=,6,36,male,7,2013-01-03
b8DKV+DTVZHZd2chK2rczygLCR8+s2wE6Wkmzgl2nTI=,13,41,male,9,2012-03-07
OmLuRmQlTXVHTbr7ZPnlIoeZx7LSZ+zdpUSGgVlyXLU=,1,0,,9,2016-07-01
9YJmZjC1jcv4B3091kzk17Z/5PN52A2psRWmmu3kfew=,1,0,,4,2015-10-08
mTdgu/tI9hTCOKulPPx+RErzodTy0E6CXCROiTm/NEs=,1,0,,9,2013-05-29
Jmi8Itn/CyEXqqEEvAAgdFaqLgH8/yee31vAsSib/dg=,1,0,,3,2013-06-19
bXhDYK0pOJYLiLv2DnBQ9uJ7SdQjL4j6wPMnClFBXWU=,1,0,,3,2014-01-11
a9IPFdU5zHE4zyVrzSeGye7t4YPp2OPbNjQqu8Eew4Y=,1,0,,7,2015-10-17
pGhgILglo6ZGBSVxwv5fuBKeBvRjXx2KBU7krbE0OtU=,1,0,,4,2016-12-15
xaejct1OM/TWLAGII9/sld0gzHVYPa8SJMtH7qihFLw=,1,0,,4,2017-01-04
Xq7Q1JyeWKAM1vCma1I3uP9rGkFx4vPN0aCFqi6/qrk=,1,0,,7,2017-02-05
L/A6vQh+Ovh8R/+n6DXklulLlOI6o2ODy9LiYnwLDqU=,1,0,,4,2016-10-03
xXmTF7D7q/3BXOz0EQPYdh8Jmfp+Dk0Xa6ZxylDUr/g=,22,38,male,9,2012-05-15
08n8oaHRY4TblYfcOJb9+/V/Skk1jfbfVUT8f2um3mQ=,4,27,female,9,2009-03-10
vQJJ3AfvODzFfYMGfXPQoNjeU08K4Z0WK1fwQE3J2Vg=,1,0,,9,2015-08-24
yzmkx2buXQQwPdl5NT17RuuV0T95PIyLTwSqtpRrtIQ=,1,0,,4,2017-03-16
noAk+77wgwCBk0bT0VcFTI8bDZsecULOdlQUxtRjNSo=,1,0,,4,2016-02-24
ZIVpS2envo09p57mOGTYajw2fWRqHY8hX/CDeMPvpHE=,1,0,,4,2016-01-09
zG0lcDs8ETki/erkoaoXnRHlsCpiMTXh6FTig/Z289c=,1,0,,7,2016-03-01
uKJC0r/haqcRz33hSpi0OlKXM4vXccUh141Shb+NWEM=,1,0,,4,2015-11-29
hod+BDdDSfWnc9ZFiTtOqKqGLYTzfq3BBnzXHutn46I=,22,22,male,9,2013-12-12
eha2gwX4274N0x7kzjOBmsApMVgm/06w9ruXvmRpm7Y=,1,0,,9,2016-06-15
2D6d8f1pi43JxUhl38lIniFVZRWOuo/Nzj726YIFS9g=,1,0,,4,2016-07-02
I7oq6cZWOKqes4K7vJMFSmiDAnQvcDX4XqSp63zMh+s=,1,31,male,7,2017-04-03
A02AiNadWUJYWiAWSQNC+n1VK465C0Tu2JqKUAuM15s=,1,0,,4,2016-10-30
gnRoR4t/utUV3HpOAb1sYkEbHhaypae9+aAqK/w5EvI=,11,20,male,3,2015-06-14
WCSBMzhmdLHEHE9SC2SD/Drj/gNkIABp47NgeajIeV0=,1,0,,9,2015-06-29
0FClO+ebq0qQw1YfPaBq3Giea7hpCSnOnpkzbwZ/nv8=,15,38,female,9,2010-02-27
tbbD1YGi2wxbg3uqpTCcgFSArCVWgOUGgae1mmS6IZs=,14,27,female,7,2013-07-15
qV0g0fGv7+WKVpBLni5L6TkzqbewsrZ4rvAqWFJtqew=,1,0,,4,2015-12-23
grNnuOGUN1T1Sri44ZVpytv3mvR0huyBKHlPRfiUJyA=,13,28,female,9,2006-02-11
wchaxajCqgvfismOboI7DjfOBUBNsK6A7MTqXHRHBoA=,1,0,,4,2016-06-16
J/ycAXswUNEkRCaRHTTunrgSmg4T2X54wP1xOoXRNKQ=,1,0,,3,2013-11-10
TUFY77jvNLtelZHClkgCAUBB3I0dKIZE64H2swPMNTw=,1,0,,4,2016-02-02
9Yj9aesL73uHQdN/gl6r5vGO7wTgEerlF68quTuPyAQ=,1,0,,4,2016-01-25
S3gCElrnurz1s9lxXZyN2krr+ss/YR47fzxA2AUWqsA=,1,0,,7,2016-01-26
3Tl302YGlRzA2JY23M6XUdIKtplw1btRf+5WWKNwIQA=,6,28,female,3,2014-10-16
Xa3xKhF0/Dg8CfBrmF0UjHtRPEo1nYz/2H2x3TjL7jg=,1,0,,4,2016-05-12
pCUAcD4js6LJ0PULXbv5kFeXb4yol5VMfAA/9JKekNE=,1,0,,4,2015-10-29
K+hjEfLINWEYy2StnMYftOpM3aT2VoOysL/BaHyYVGk=,1,0,,4,2016-02-20
hBRE68FgJx17mVARcoKwit8uSbKdXkhNQiz5yyVPRW8=,1,0,,4,2016-10-07
XqYIIGhH6mEBQVxn1UMkCZddYmPUE2nzlYtjYrWm4GI=,5,26,female,9,2008-03-15
w3jrpISWizAAeKnQgrJPUk2VIIzKnj6uADzjaNHx5RM=,1,0,,4,2016-09-30
zT4pdjhvDaJHtCduVEChZEdt6uPGtaX6g4Ld5kT5IDE=,1,0,,4,2016-10-01
ovV/tcYy3TWO4dieNVB12uKs2Z1kBOLgu1N2yL1IOCA=,1,0,,4,2016-10-15
kx6+SvkhhBLlu1J1yBRtb6cdYnmd2nyfJmrVkmaXJSY=,1,0,,4,2016-02-02
ZMOEde0x3ar4fGdUAu2MH/hKn9HLiHG421e5QKW73Bs=,1,0,,4,2017-02-16
v/b6QESQgofUX8r6YgWlujWUm9LOHQF/W0+66Tlr9yA=,1,0,,4,2016-10-02
eWgh4xZyVwjbj6NewbB/+GylpXuAwBtDW5gYYYwabxg=,1,0,,4,2016-02-07
S0H1dv3DrauJ28yTAqFU46++yTzmUkmqExG9/VS1HSI=,1,0,,9,2014-10-17
bKN20wGgkeK0CTA/hcz/yYgNHQ+iVQmZTRH/2NDHEMI=,13,22,female,3,2014-09-09
QzkxMg5fLMcy2SFA1pACE92rXwacjTMlaS0idp110N0=,1,0,,7,2016-03-14
+qd4vx+1RvT0EY3mzEO0UDNAk38KotZ7spbYaGK5aLs=,1,20,female,3,2015-02-08
y3dbrXBgAl0rSOh4jL+4WdX7WgU65oA7MBx9UyxeHJA=,1,0,,9,2015-06-29
mleN3pG4oW8o41AzoiRmtbQo5cPsXLl18BANzTqg0f8=,5,19,male,3,2014-12-20
VUmvUSQcFFK7A/F0w7zo9QMCuN9gqtChuH2wFPRCTWA=,1,0,,7,2016-07-18
05HpE3GPx6kR8RluHei8HRi79Vv9TJ1H/eWt44V7krc=,22,25,female,3,2013-02-27
L/s6+/0QN5Vok1Wi3iB1e828KglANxUmoYypTLL7i38=,1,25,male,3,2013-04-11
SrEDyJZBKs8hhnBVcW1ekJCo5vSv+NlQqqIdsSCLxpI=,1,0,,4,2017-02-24
kclFIefgtka8mCDWkK+GEkDSiRZtt8G0PKSEBq/ypOA=,1,0,,9,2015-09-25
raHLens4viKHxw/XhM4nsndZn3pZpFfKVkaI6fXw7xw=,8,25,male,9,2015-03-03
EihHWmVwc17zSP7XBbIlC6vHHio1nyHSmYBPEfPFIRY=,4,20,female,3,2015-03-20
DRXYzd/GIpdvest7SXEnlH2IdwcZ7L3tuylFHh/ZrhI=,5,23,female,9,2015-04-14
wIAagALDKkYsGqGfu4L/CzGPL+3ewvFrHd+TFjtd3q4=,1,0,,7,2015-05-08
npMhXemTCmC25m+RiNvoCdhQ6WucTJwqbHjx7niBJdg=,1,0,,7,2014-08-03
5k49rhYwufqE056mxyuVoGf5ps1QhZ6jdd4hKK+soRk=,5,56,female,9,2010-10-29
Ia9B1Tn1WOPHMEgfOryciZLbls+o1FPREnRtz0/hXts=,1,0,,9,2016-04-29
KuuMeLQQy2UtjpODht/Goay4ErzGb07IjrY4LlxLw+o=,1,0,,4,2015-12-10
vu63BdytHhhjSqrSxzXSRASw/EggNC4oaUv1EL1JiMI=,1,0,,4,2016-10-10
2m9HbfMUOZl9yhHlvBydPCdqWMTACXv+VCpo9zjwWD0=,1,0,,7,2014-05-04
jpLpFaJSiiIBIQN677s62Vfh89UxpN4zQC8oVeZZD/I=,1,0,,9,2015-08-22
zFrb/Uaegg4TRlG8D6GV4PjlnlwDD4Fy8i9UuN8cRN8=,3,32,female,3,2015-10-04
UtdsoCRjqqtRMZ/nKwLxAgx7o0m1UkvhUeNDg0yeAAg=,1,0,,4,2016-01-03
ZJXkmig0g644kFBOI3zA2LNLvhiVnKVUK0i+l1P0KE4=,1,0,,4,2016-09-04
L2qqBGAEAMY5MONcv8U2MTAOgXyUi3mTxZXUNmZ2IcE=,1,0,,4,2016-04-04
hZS3RljtWYIRFSPL1YExDllr6Vb4vY5VEbtw2FQSW1k=,1,0,,4,2016-04-15
Jtx/uSWowaZNfzBDOc6hcmbj9BSFTV6Tmrys+DZ5Lps=,1,0,,4,2016-10-22
p5Gl5uIfc867LGqXZZqMs7zsw87ZOg4WLEoswh0TePA=,1,0,,9,2012-04-28
uxkJu7xeqY6NtqZdn7Utr7KQT4zQLVZ+MyT5spPeVIM=,1,0,,4,2017-02-01
6d8vGecm1LzwIpDqMryVEIJNz8gVGd8yOBhQRqTdmQs=,8,43,male,7,2017-02-05
g13dpIsmGLDcKzV5dBUdYfe2F+1Lf5wzdv5JtCgCBIU=,11,24,male,3,2012-11-06
oSX3r3s3JwWk0RGWQriwNXzuESNxYoIjwK0LxsnUoZQ=,5,18,female,9,2012-04-11
P+tu2KEm1EulPQ0IUta+XN7rCsiVXNWAMGVwkO6ZQvw=,1,0,,4,2015-11-04
0gHsRQrqUIXtvIkvR+YCXRbNPXh8zhjvqgmynH89dsk=,1,0,,4,2015-10-17
fsfpnj3APVZzK8NYrya9dao93VRk3NNpbqxDHUdlhqQ=,1,41,female,11,2011-11-12
NDnDT/401rf9mp+aDvqKuH5ygMJHn9fAGzuaCH3nEaY=,1,0,,4,2016-12-03
kPHbg4dfBicTnEapjcBx8DOQM486guYwVsyg0694HX4=,1,0,,4,2016-12-04
X87wKPBoPQIoDClgwoSrQW+bZnhUbfl2OvQ1ciiGcnE=,1,0,,9,2014-12-26
7U81rG/6datA43PZkFsyTGa/VDbL4WXWsn2JO9C7oEo=,1,0,,4,2016-08-15
GeZfMZXoT4spnYEUVQEe2c4vKgWW+PfNEQkZkWKWbCE=,1,0,,4,2016-08-20
ukGMWblc2L0vGb+EBpO4leh7Z3hIYI1/Ma9Ew7P/kGg=,1,0,,4,2016-09-15
q5LcoEvvlUwGi4VgrJH4iBrw5jv4Ojl7Z+fYjZtGEmI=,5,38,female,7,2010-09-17
+XGYmbT3saI2HFVPTd9jlDJAKie8DqaKTkzRJUXm/cM=,1,0,,4,2015-10-09
IG6G8XaSprhdQeIv/fK/YcupMoByTAhsiwzwQK+W1fA=,1,0,,4,2015-10-09
FTEWsQSuIdm4BEllDSKfQ58evu++QK2P2ZcbYrG5Kpc=,5,56,male,3,2014-12-11
Zu8N/9AdMgAYZeJS1tHXX3M+zL2XFZvyrtz6+ViU4BQ=,1,0,,9,2015-01-05
4xwxOY2DF/cYrJzg4XjdZ8lV+A9zfvdUWTg1GxbvmMw=,1,0,female,3,2015-04-01
KxLLcWjTwzsRrLpHrx9hna36oHkf4uHf71kM/tCEPP0=,1,0,,4,2015-12-12
rSV36htnix6pgQwqthE5Q2J3jYENe2lN0wkvH+i+JG8=,13,24,male,9,2015-03-25
InCVZ6wBdlPY4HAC82GKrhRFpjCACITRI4Qh4NIWIiQ=,1,0,,9,2015-04-04
68yr4beJN6eejXrI3hM3kTzYucDTvyQLJ1pTDer4VKU=,13,27,female,3,2015-09-07
NtdXWXi8O9S7h2r04Mx+6oS/M0bnCrkmq/F5n18+RFo=,1,0,,9,2015-09-16
RM32WdSGq2+A02WoGg9ycpsE3tI7O77jagTNpvjyuVo=,1,0,,4,2015-10-17
iZ+wUaeoLQw7QV8mTlUJYGgkfA2yyO7oF/q0awEOrEE=,1,0,,4,2016-03-30
trEp6Ih4q2DUNjgDuEDBca9RzaldSvxVWU4uZBISniA=,1,0,,9,2015-05-27
EFx6Z/BksJddXmYcvjUs3sju7xnWaXuh7FAO/P/jV3M=,1,0,,9,2015-05-08
XeD6ygdDHkDwb6BAU8Bs9HDlAW449XXz3JWLGWP0NKU=,1,0,,4,2016-02-24
EnVFhkui56wglkmdxPAhLtw9PZfpqBcuTbM56TawIO0=,22,17,female,3,2015-02-18
hxw8LqTDnDeNFxCwqwtbNAoefV2z0PWbhb103uk6ypw=,5,25,female,9,2009-03-02
oKiRY6iB4c0N8oTia7+hCQ790SajYKdKvQnbbHrhGak=,1,0,,4,2015-10-18
bKs45GLnPJXnQF1KArjbGpvU+1hWLSkkfyKyuurw9Ko=,1,0,,4,2015-10-19
ieEL4ucldp75Ej+cuuLQm0Lybq8eNfvvB2gubl0gX+Y=,5,26,female,3,2017-04-28
53Q6qBMgDbF94KZSUjCfQlVpgo612fcnPFzi/spFlUU=,1,0,,4,2016-10-05
pLBR/QETgdpRdzT9BhSPQ+Jt2Sxz7BofC/TzZtdnf/o=,1,0,female,3,2015-06-05
Qs+dTKECWJSJCf0cTh7NymZWtPGSlrGNcWC2HJwV7Q0=,11,21,female,3,2015-06-07
uqrRj3frLu6F1JwFA5eHXT2z4Wrgh56CNAMFzvttGNI=,1,0,,9,2014-07-22
HRLbr5CnaREh7rQB+jk4ewaIDfH9VMDiKyr0kpE6zXs=,1,0,,4,2016-01-03
5aDBfKgTO3y+mbj4peaGsrW3oF6+rm+Lxs5FxAtVgaM=,22,23,female,4,2016-01-13
Igv4b4O0+BvgKCPM+T8F8JwI4uCNQWfNzIysYGTKf1k=,13,0,,9,2015-08-28
09/uiJsvN4T43EMuG6gI0kD0QMPqsH2DuUvq7s2/qJY=,1,18,male,3,2015-09-06
fOlukM058G58Y8b5jy6qt/ehKRgN64VM9bryjLTDO1w=,1,0,,4,2017-04-01
Bvv/L3nWRKiVtR5hoUTKOgIyk8EO1+Tmjj1x+uo5UBw=,1,0,,7,2014-01-21
ShxC9A2IiNERQsBUNugJT6k39uRr144HURBJb25fdGM=,1,0,,4,2016-01-25
vg/y5zYaDSr9dALL+fFpNcVcbXU/NWxjs5o1ROVCj9E=,1,0,,7,2016-02-05
jpexYVVTQA08SwvN5sJdciB+o3gb7wa9m7Z3A9zuFkk=,5,0,male,3,2013-09-25
OJnKS/O6ggRrQRv4h97WQ0O9sbx5LrnJOE5iC1bl58s=,10,23,male,3,2015-04-18
Bc0WA8CWBUHQm7n+Y6lgIIkU66unriPg1eWIqp5cvVs=,1,40,female,3,2015-06-06
iNcrdtnbWLhTiCOvJ4Fwfn3Vck03yy2QirnumOZ3608=,1,0,,7,2015-07-15
mAqL2MJIMfMzaOdyW5TfrO5QqryRAcHPnPGI8gfAboA=,1,0,,4,2016-02-06
qk7753kW4hJZNa50JBdjmvxXA2Leis7U5RHV4Q66rcI=,1,0,,4,2016-02-06
A8CYsF5UL6pc9BdhoZn1wBZ3dC2OPsm8ziTS3IOk7VI=,1,0,,4,2016-01-25
bU2HYcsHutr1FMsVILs8/+Go7f2Fb3ugq4yKI02oW/M=,1,0,,4,2016-03-02
51LqMXSeq+H5TyeYYId8khy8UYd1GQbNRA//4hQi9xA=,1,0,,4,2016-03-05
Ki1u2EXF6YCliNyS8vqMCF7RZtXb0g1H++F41weWg6s=,5,22,female,9,2014-01-27
Y0PqqYcLvNcfNdjNhI6Hsm2Zzp2GuPPbBeR/3l72NEs=,1,0,,7,2016-08-06
n8AS5MFKsSTeJCUrYXjUSn4Y6b+iFkfJpZOhm2IZHF8=,1,0,,4,2016-09-05
m9pNMBZGhru5qYqwuMj1v38SewiZywmKF7Sm6J/9H/0=,15,22,female,3,2015-08-08
lOwogKhHgPfE/jEFbx+STvKnCZQt8KkIDCqXDk4Hvzw=,1,0,,4,2015-10-13
G4GgbT8Kbqpw+++DajRF4a7D6eqJUBnqWF35e+eROCs=,1,0,,3,2012-12-11
YCYkmaR/ddHvpgsgjrOTO+RwZ1sokEYTadfdzWNgdYw=,1,0,,3,2013-10-06
gLxasGGgxOlh3hrcOihxYwxDcIJ1edkKHjZF3rAPFD0=,1,0,,7,2015-09-07
MqFCb9weOZlFqAQEgn4drl6QoSGDqvPxbE8SvS9CkVA=,15,51,female,3,2015-05-30
2LvNsgWsqQkzSVywQ3CFA8iEklPS5x0jMIorCqFo3Wc=,1,0,,9,2015-05-31
jty/xmC0IhuSyEpNy3nhpLYRCoeKGnYnymoX9PNBGCo=,1,0,,4,2016-02-19
DHixIcaxrwtiqG0kR2TJ4PUtMxK6iKTPyRUsqqtU3Eg=,1,0,,4,2016-03-31
5FNqCuX2vyV08R5l1DfRfkebbocuAAxe+Xg1qSpcZ2k=,1,0,,4,2016-04-17
HjnG7uH5rjJWpmd4rMAF0VEmvONgi6H5G+yzMYLBfDA=,1,43,male,3,2015-09-07
siHnAkEd3LXdVselGLDANmSIlpnneE5+gXFOu01mKUM=,22,22,male,4,2016-02-27
c/6iaMNjNT/xXZSeDu2JLCGGXDMzR0oEs5iBs5ibUbo=,1,0,,4,2016-03-12
CJSndrKKmxGKJvfGm8zLBRH+6SnfVfR+5uLIkx87t6Q=,13,24,female,3,2013-03-03
bcU6TWaod8wpFN69ipxMMUi86UAvkbykDrbNjiu1M5U=,1,0,,7,2013-03-17
PSXBZ2TKSFQWQVZq7Hvrtab0m1CHsz+YxqtngT5VCTQ=,1,0,,4,2015-12-11
VzrvigXBWta7mFTgY/dW5T0+0pFgJW7mLA0R6GL82H0=,1,19,female,3,2015-07-23
EvqGg3M/0xsiUXwnXAqONo37juipLE3j8tsl0Co/Q2o=,1,0,,4,2016-12-23
xUHDsumPnbb7mStubdT3xRBlEKDCnZ30jvyTvFCGMJw=,1,0,,4,2017-01-17
x57F9naQD6rbQ1O9hQcRD/RSJRDqt9BKzR62hC9YDq4=,1,0,,7,2016-07-05
nxyVccgU27PAIJQTXGy0Kl4yRH5qaMu27x9Zu6kbkl8=,4,21,male,3,2014-04-19
GXR1Ij5mu1ytpFW2RWpkyvevM2PnxPDB56OTBskUB0Y=,1,0,,4,2016-02-12
L/cBU0laSb8pTBiEx/jOHpCO5HtPOFvP1kf23q+oUyA=,22,45,male,9,2010-09-21
18f7MqkAer0ZzVoVxa6dW8jPwF4H5sf+4vhXZafgBsU=,1,57,female,3,2015-01-24
qs5dv+TrjDS00aMvAlRA8oyQ3O4v0yjz5UOnrxn8v2I=,1,0,,4,2016-09-24
qaKJdm3RgiGQMu9Kxi/kHRb9TygRkZDHuOBSgK1yY+Y=,1,20,female,3,2014-08-11
JV5n6LKD6mu0pUq/77/ws5bMLJzx/hpzVjTRlphVf54=,14,18,female,3,2014-12-14
gEo30qaKleNSarpXrxfZEWnnnZSnsBzLSYEZS7DxDrM=,18,50,male,3,2014-12-30
auhQ6wRF/v/tRlpgpBGO1TBeOu8wy10bm+9grqoJECw=,1,24,male,3,2014-12-30
KB1F9s9b7yr7gt/99ofT9sbJa+AbWfnW5LVSbHhpm6E=,1,0,,4,2015-11-13
eRb59DGSRt1FUHHitpM/5y4Qe1weh2Kw5/SPuaFmyEE=,1,0,,7,2014-09-22
L1q6fSWlMwpasqwFb/9D1S7zMadT3gwmeohqetNqTV4=,1,0,,4,2015-12-26
s6N6WEgzSixGa3RMrbuMI4RdsSx/ZGxfc2z9B1zVdUU=,13,24,female,9,2008-08-23
45BUacGX9F4q0h3f+H7+r9rtM+de2bXvtRBcerplWI8=,1,0,,9,2014-12-27
rrbaGKwJyEG317RmL2GiCe6TZ/pg3GuAe/ppj2cHHIA=,13,47,female,9,2013-10-21
KQeKlL942KxrCjy1fQS0tWOAQttmyjEVdw081JzIWRc=,1,0,,4,2016-02-06
iApZ3wdyGT9mrCKA/Gmcll9V/gsaKaiJUjuC2JX+z58=,13,36,female,3,2012-01-17
h3zolg7QTTUK44spIhVZqs/pL+NwWwNlumWm8WJrE2Q=,5,0,,3,2013-05-03
kfMzV0nhL288lVWnWF04yupPQY7xRYbJOb9ydJqEs0E=,1,0,,4,2016-03-16
rgfUfkz/xmsR1Q3kRXYm1/rXe92Dpp03d/5AvWVsf6k=,22,35,female,3,2015-07-31
lhgKG1IFfn/UHlERipLQXNEIIaVlkIDI7l2RnyYI/JE=,1,0,,9,2017-02-10
CXx3WH2/fbZgyTIBanZCRb7FV75Mhe6KO7hxkk+qikE=,1,0,,4,2016-01-25
feWPtKdxRNf84Jm1WqKQlxF98xONmPreAexzrPefSOY=,1,0,,9,2015-03-19
ChyhZ2hcXvQdSHWprH+IWTcGTdzT8Em4BmSw49i72TE=,22,30,male,3,2013-11-09
aZXv3sXNggiVkQMXG99tsZ1ix/+dMpCIv8MXHzKSelc=,1,0,,9,2015-07-19
dGZXt61m6VzNA4ysrRtLNRjgWEd1skmH7gaq3WruqQI=,1,0,,7,2016-02-22
SbHzJxyS3pYUj9J+CymVcAxcCR1/nund6jVfcDwSWi8=,1,0,,4,2016-03-11
E5I1tWpjXPSwknpUAUPZ/w1yjmMymrd3bDRnnBSC2sU=,13,20,male,3,2015-09-15
uh/z9dv7Uvueq88LszX6iq5o4TiNiBzrcISBFqAUsx4=,1,0,,4,2016-11-08
74KOqRgECc6PjPkEiRlIax38VaoRh89rm5mhpfiHMvo=,1,0,,4,2016-12-20
/yyuw+3O9K86juBEmnrqlEOv5LSeopr+t9LJ2n8ZUB0=,1,0,,4,2016-01-02
02nvQha8LByOpLBkZnN3IerFev+Bfg2JS/c2/lUMUxo=,1,0,,4,2016-03-13
lv91ruhEjZKRDI5fjxd6hJAc4CwJF2jrWSBgwZ725do=,1,0,,7,2012-03-13
GZhOAWnF4TwQuqko+1pNtF9MmQhDWapNJzInNZMaLZw=,5,26,female,9,2008-01-08
1Tv9cjb/fFRzX82jZ56pPOYzhAFMSjPZgbz8Xr7T5EI=,1,39,male,3,2012-11-08
ckzTTVSWhOxRlwtTQQwaz5TSwKizN/l5n0kk8qczWZE=,1,0,,7,2013-04-16
Ddh5wtS4zP0brTy8Vc8SwlI2uUtLUy1rT9BEEoUefII=,1,0,,4,2015-10-13
5Jc4jquMb53t6/NMg77Nnw8O7RPTuSmJexFMtFiWjDw=,1,0,,3,2013-02-04
DQMPoCSc6EB39ytgnKCRsUIZnR6ZWSrHeDmX7nbxAKs=,13,21,female,7,2011-04-02
QGuwcN50T3LqIq7GfHMbwZPmhbIO1ZzaeQEjqAiPbK4=,1,0,,4,2017-02-24
5MMcud85lTmrclxwljfnnVXYKsKnlsk1/IC4vlBn5iM=,1,0,,4,2017-02-27
/DQahy9dZGoGZ9d3rGkAZXMlywJT0nR9z3AF3pw/pxo=,1,0,,4,2016-04-03
PwLdVzv98EqPz0uKoeFEKGh05Dsgldov3wlozEtN+SM=,13,19,male,9,2015-05-04
p23AKmq/Yx0ym59zjOivIZ9PdIWJL7/1FQkholUV1xY=,5,38,female,3,2015-08-27
L8uGAa1BQKM4bxTlV+a/JQ2fYLTrHMv3waWN1jkdzd0=,1,0,,7,2015-09-06
D27HbpcyQo5UAOQVDrgFEK6k7P8Il4pWw68bUQBB6tQ=,1,34,female,3,2015-08-18
KQWaBI/axa3iMk7misol3UVdK4M/p6Uo7dEHmIQY3W8=,1,0,,4,2015-10-28
O6gq/9ESryslz1AW5hcuEo30tGMQ/W/1FGGnWP8gNgI=,1,18,female,3,2014-09-20
tXXgxrQJ+H4xYSCEhUwbnzeMeOfc5ueBsntIJ/bu66Q=,1,20,male,4,2016-04-06
eaUZLSoOslu6By0L+KmlQ1LGZCGPehABERekEYT0Gas=,1,0,,4,2016-04-23
ZRHv3FeZc7DO/D5IMnGPcfuWOFp1UPnKFcn0RXb8Iz8=,1,0,,4,2016-10-07
TL7ZS85Cmjkx+vyLOPi51PxkGMba3e2yufi4YOp28KE=,1,0,,4,2016-07-23
1HiBCwQnna5wMr3EDTnQBZdgrSvgkHsQ+wLdWmFEJFI=,1,0,,4,2016-07-31
OUuPI1T2GPkQl27eEL5Qtdp2Sf2Z7WRmg1pW8gh55UE=,1,0,,4,2017-02-14
53c3lQK/V/6YDI6yeORoYYKQYXLUNTiCvvilzaAuIqk=,1,0,,4,2017-03-18
VlfMJE6jga5PJ4Ar18m/u/Tx3Eqa/qgzqU8oeDzBLyc=,1,0,,9,2017-03-26
7qpnLx2OIzTpUlY0/Fuqhvwk94OMt2chW0ILbLYJGCs=,1,0,,3,2014-05-18
Mhz/QUXtqPuEo4U7hhPbz2RaizGDSnDzRkzRiQqh39Q=,1,0,,4,2016-01-19
0OzdVWEVLa2oW3s6HHz6IiZaWpIpHUyYEy6W0ZVIagg=,1,0,,3,2013-05-21
I0IBfZlM1G3d/SXc64XiDHOHIsJviF6kpZcNPfNtyTc=,1,32,female,3,2014-11-23
7TLFQA3JsSSzvtQn+H0h5y/ldqfN2AoA4xhCAsJtykw=,15,23,female,3,2012-07-19
i7VtDLJab6aGUXJvFIPvQYfa4nCgWsuSo+FXmcgJpNY=,1,0,,9,2015-09-27
TmN4/q9XLGE7Qv8Dtq9xJzdZGO/7AGM6p9cEFzQGgNU=,1,0,,4,2016-01-22
w5/VKcexeJiwSaB9cHTZ+HAfqPmxpLish2F+dSKiQ20=,1,0,,4,2016-03-12
K10j9xmcya0Th91r2wQSt60mUmhUH6/KFI1AW5OO/EE=,5,48,female,3,2015-03-22
wUvRnFl0phCoF1oFac58gE3TJldtlU3Mgb7oqLfgOWI=,4,0,,7,2010-09-24
rdiIg/KtL0T9Se3WJePvAzYzubyWN9bC67U5W3q6Xqs=,1,0,,3,2013-09-29
nQKpMm6cXu25jsxs0U5tSGbLEbLhd2SuMzNHXFR7LI8=,1,0,,4,2016-03-06
Nnt+UMzWAvPhonNKgk7LIWiaV9EwqRtGXBUiRhvFuFg=,1,0,,9,2015-08-24
XYwM4FSfYHwojwHExBZlx4tbgcJ1nqPPSrWmq3s/MeM=,1,0,,7,2017-02-15
wBtcsxFTyWR7uvfbIidBeeUs1Yev74ldLcCY01MEeOk=,1,0,,4,2015-10-18
